,names,Price,lat,lon,random
2353,G Corp The Icon Phase III,470.0,13.0473654,77.62548389999998,774
2354,G Corp The Icon Phase III,190.0,13.0473654,77.62548389999998,356
2355,G Corp The Icon Phase III,300.0,13.0473654,77.62548389999998,548
2356,G Corp The Icon Phase III,420.0,13.0473654,77.62548389999998,-219
2357,Kataria Builteck Residency,1000.0,12.8213574,77.6876728,-117
2358,Kataria Builteck Residency,405.0,12.8213574,77.6876728,601
2359,Kataria Builteck Residency,455.6,12.8213574,77.6876728,-553
2360,Purva City of Gold,1000.0,12.887104,77.5521255,231
2361,Purva City of Gold,1000.0,12.887104,77.5521255,-649
2362,Purva City of Gold,860.0,12.887104,77.5521255,573
2363,Purva City of Gold,860.0,12.887104,77.5521255,-332
2364,Purva City of Gold,1180.0,12.887104,77.5521255,-989
