,app_temp,clouds,clouds_hi,clouds_low,clouds_mid,datetime,dewpt,dhi,dni,ghi,ozone,pod,pop,precip,pres,rh,slp,snow,snow_depth,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather.code,weather.description,weather.icon,wind_cdir,wind_cdir_full,wind_dir,wind_gust_spd,wind_spd,city,lon,lat,place,weather_code,season,season_code,dayofweek,workingday,holiday,year,month,day,hour
74,25.4,100,100,32,38,2019-07-22 11:00:00,20.5,90.94,777.57,489.39,259.089,d,80,3.625,901.504,77,999.842,0,0,122.348,24.8,2019-07-22 16:30:00,2019-07-22T11:00:00,1563793200,1.17067,3.625,500,Light rain,r01d,NW,northwest,311,4.0349,2.66322,Bengaluru,77.67,12.93,Bellandur,2,Monsoon,3,0,0,0,2019,7,16,16
75,24.3,100,100,33,48,2019-07-22 12:00:00,20.7,68.38,623.96,247.45,259.765,d,80,3.9375,901.744,83,1000.05,0,0,47.0155,23.7,2019-07-22 17:30:00,2019-07-22T12:00:00,1563796800,0.798196,4.3992,500,Light rain,r01d,NW,northwest,315,3.60234,2.31621,Bengaluru,77.67,12.93,Bellandur,2,Monsoon,3,0,0,0,2019,7,17,17
76,24.2,100,100,31,100,2019-07-22 13:00:00,20.7,26.33,216.65,30.53,260.268,d,75,3.1875,902.538,84,1001.07,0,0,5.8007,23.6,2019-07-22 18:30:00,2019-07-22T13:00:00,1563800400,0.702879,4.48654,500,Light rain,r01d,WNW,west-northwest,295,3.92751,2.67497,Bengaluru,77.67,12.93,Bellandur,2,Monsoon,3,0,0,0,2019,7,18,18
77,23.8,100,100,47,100,2019-07-22 14:00:00,20.5,0.0,0.0,0.0,260.078,n,75,2.875,903.521,85,1002.38,0,0,0.0,23.2,2019-07-22 19:30:00,2019-07-22T14:00:00,1563804000,0.0,4.74138,520,Light shower rain,r04n,WNW,west-northwest,291,3.82353,2.60307,Bengaluru,77.67,12.93,Bellandur,3,Monsoon,3,0,0,0,2019,7,19,19
78,23.5,100,100,60,100,2019-07-22 15:00:00,20.5,0.0,0.0,0.0,259.602,n,70,2.375,904.106,86,1003.22,0,0,0.0,22.9,2019-07-22 20:30:00,2019-07-22T15:00:00,1563807600,0.0,5.54696,520,Light shower rain,r04n,W,west,281,3.43376,2.39542,Bengaluru,77.67,12.93,Bellandur,3,Monsoon,3,0,0,0,2019,7,20,20
79,23.4,100,100,70,100,2019-07-22 16:00:00,20.4,0.0,0.0,0.0,259.198,n,65,1.75,904.237,86,1003.73,0,0,0.0,22.8,2019-07-22 21:30:00,2019-07-22T16:00:00,1563811200,0.0,7.48343,520,Light shower rain,r04n,W,west,272,3.61792,2.49159,Bengaluru,77.67,12.93,Bellandur,3,Monsoon,3,0,0,0,2019,7,21,21
80,23.3,100,100,67,100,2019-07-22 17:00:00,20.4,0.0,0.0,0.0,257.224,n,70,2.1875,904.599,87,1003.97,0,0,0.0,22.7,2019-07-22 22:30:00,2019-07-22T17:00:00,1563814800,0.0,4.65445,520,Light shower rain,r04n,NW,northwest,325,3.43246,1.96083,Bengaluru,77.67,12.93,Bellandur,3,Monsoon,3,0,0,0,2019,7,22,22
81,22.7,100,100,70,100,2019-07-22 18:00:00,20.3,0.0,0.0,0.0,256.727,n,75,2.875,903.777,90,1003.17,0,0,0.0,22.1,2019-07-22 23:30:00,2019-07-22T18:00:00,1563818400,0.0,12.0098,520,Light shower rain,r04n,N,north,5,3.91953,2.41202,Bengaluru,77.67,12.93,Bellandur,3,Monsoon,3,0,0,0,2019,7,23,23
82,22.5,100,100,54,100,2019-07-22 19:00:00,20.0,0.0,0.0,0.0,257.287,n,60,1.4375,903.272,90,1002.06,0,0,0.0,21.9,2019-07-23 00:30:00,2019-07-22T19:00:00,1563822000,0.0,9.97901,520,Light shower rain,r04n,N,north,10,2.63235,1.68766,Bengaluru,77.67,12.93,Bellandur,3,Monsoon,3,1,0,0,2019,7,0,0
83,22.2,100,100,59,100,2019-07-22 20:00:00,19.9,0.0,0.0,0.0,257.592,n,70,2.3125,902.701,90,1001.57,0,0,0.0,21.6,2019-07-23 01:30:00,2019-07-22T20:00:00,1563825600,0.0,8.95676,520,Light shower rain,r04n,WNW,west-northwest,286,1.41184,0.836393,Bengaluru,77.67,12.93,Bellandur,3,Monsoon,3,1,0,0,2019,7,1,1
84,22.3,100,100,57,100,2019-07-22 21:00:00,20.0,0.0,0.0,0.0,256.498,n,75,3.0625,902.343,91,1001.4,0,0,0.0,21.7,2019-07-23 02:30:00,2019-07-22T21:00:00,1563829200,0.0,6.19567,500,Light rain,r01n,SW,southwest,227,4.13622,2.71445,Bengaluru,77.67,12.93,Bellandur,2,Monsoon,3,1,0,0,2019,7,2,2
85,21.8,100,100,64,100,2019-07-22 22:00:00,19.9,0.0,0.0,0.0,256.441,n,75,2.75,902.391,92,1001.21,0,0,0.0,21.2,2019-07-23 03:30:00,2019-07-22T22:00:00,1563832800,0.0,6.32154,520,Light shower rain,r04n,SW,southwest,231,7.02074,4.91427,Bengaluru,77.67,12.93,Bellandur,3,Monsoon,3,1,0,0,2019,7,3,3
86,21.3,100,100,67,100,2019-07-22 23:00:00,18.8,0.0,0.0,0.0,257.808,n,45,0.875,902.218,88,1001.12,0,0,0.0,20.8,2019-07-23 04:30:00,2019-07-22T23:00:00,1563836400,0.0,20.458,201,Thunderstorm with rain,t02n,WSW,west-southwest,256,8.1288,5.1382,Bengaluru,77.67,12.93,Bellandur,4,Monsoon,3,1,0,0,2019,7,4,4
87,21.3,100,100,57,96,2019-07-23 00:00:00,18.8,0.0,0.0,0.0,257.804,n,10,0.125,902.307,88,1001.24,0,0,0.0,20.9,2019-07-23 05:30:00,2019-07-23T00:00:00,1563840000,0.0,24.1347,804,Overcast clouds,c04n,W,west,259,9.527,5.90315,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,5,5
88,21.1,100,100,4,43,2019-07-23 01:00:00,18.8,34.82,312.2,55.17,258.329,d,15,0.1875,902.85,89,1001.62,0,0,10.4823,20.7,2019-07-23 06:30:00,2019-07-23T01:00:00,1563843600,0.70727,24.135,804,Overcast clouds,c04d,WSW,west-southwest,249,10.0082,6.32339,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,6,6
89,20.9,100,100,19,33,2019-07-23 02:00:00,18.3,72.22,652.91,281.16,259.867,d,0,0.0,903.186,87,1002.33,0,0,53.4204,20.5,2019-07-23 07:30:00,2019-07-23T02:00:00,1563847200,0.83089,24.1348,804,Overcast clouds,c04d,WSW,west-southwest,249,10.4314,6.83439,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,7,7
90,22.1,95,92,18,24,2019-07-23 03:00:00,18.7,93.39,792.12,522.35,260.15,d,0,0.0,903.989,83,1003.05,0,0,166.959,21.7,2019-07-23 08:30:00,2019-07-23T03:00:00,1563850800,1.38578,24.1352,804,Overcast clouds,c04d,WSW,west-southwest,247,11.0197,7.4305,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,8,8
91,23.1,90,80,21,32,2019-07-23 04:00:00,18.6,107.23,867.64,739.24,261.296,d,0,0.0,904.256,77,1003.44,0,0,351.74,22.8,2019-07-23 09:30:00,2019-07-23T04:00:00,1563854400,2.37259,24.135,804,Overcast clouds,c04d,WSW,west-southwest,248,10.6408,7.38456,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,9,9
92,23.3,92,76,31,42,2019-07-23 05:00:00,18.5,116.16,911.01,908.56,260.597,d,15,0.1875,904.129,76,1003.26,0,0,395.352,23.0,2019-07-23 10:30:00,2019-07-23T05:00:00,1563858000,3.21539,20.6264,804,Overcast clouds,c04d,WSW,west-southwest,244,11.0203,7.41362,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,10,10
93,23.8,93,77,35,47,2019-07-23 06:00:00,19.1,121.15,933.63,1014.31,259.858,d,15,0.0625,903.66,77,1002.73,0,0,419.917,23.4,2019-07-23 11:30:00,2019-07-23T06:00:00,1563861600,3.86357,17.2369,804,Overcast clouds,c04d,WSW,west-southwest,242,9.31159,6.09331,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,11,11
94,24.4,100,90,58,100,2019-07-23 07:00:00,19.5,122.62,940.07,1047.03,258.372,d,10,0.125,903.085,76,1002.11,0,0,261.758,23.9,2019-07-23 12:30:00,2019-07-23T07:00:00,1563865200,3.55345,21.0151,804,Overcast clouds,c04d,SW,southwest,232,7.71456,5.30421,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,12,12
95,24.6,100,95,55,96,2019-07-23 08:00:00,19.7,120.67,931.51,1003.82,258.192,d,35,0.5,902.448,76,1001.46,0,0,250.955,24.1,2019-07-23 13:30:00,2019-07-23T08:00:00,1563868800,3.27931,12.59,804,Overcast clouds,c04d,SW,southwest,227,7.50601,5.61167,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,13,13
96,24.6,100,92,55,95,2019-07-23 09:00:00,19.8,115.17,906.37,888.47,257.126,d,35,0.5,901.641,77,1000.78,0,0,222.117,24.1,2019-07-23 14:30:00,2019-07-23T09:00:00,1563872400,2.62739,19.2188,804,Overcast clouds,c04d,SW,southwest,236,6.95444,5.16697,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,14,14
97,24.4,100,94,51,96,2019-07-23 10:00:00,19.8,105.63,859.42,711.36,256.392,d,45,0.875,901.406,78,1000.48,0,0,177.84,23.9,2019-07-23 15:30:00,2019-07-23T10:00:00,1563876000,1.83736,15.7008,301,Drizzle,d02d,WSW,west-southwest,245,7.42043,5.23889,Bengaluru,77.67,12.93,Bellandur,2,Monsoon,3,1,0,0,2019,7,15,15
98,24.1,100,95,52,97,2019-07-23 11:00:00,19.7,90.95,777.67,489.39,256.2,d,30,0.4375,901.285,79,1000.56,0,0,122.348,23.6,2019-07-23 16:30:00,2019-07-23T11:00:00,1563879600,1.17349,16.6876,804,Overcast clouds,c04d,WSW,west-southwest,243,7.30863,5.07167,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,16,16
99,23.6,100,96,49,97,2019-07-23 12:00:00,19.8,68.34,623.73,247.11,258.08,d,20,0.25,901.783,82,1000.92,0,0,46.9509,23.1,2019-07-23 17:30:00,2019-07-23T12:00:00,1563883200,0.799645,24.1353,804,Overcast clouds,c04d,SW,southwest,233,7.33374,4.69463,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,17,17
100,23.1,100,45,88,100,2019-07-23 13:00:00,20.1,26.14,214.49,30.07,258.496,d,50,1.0,902.461,86,1001.66,0,0,5.7133,22.5,2019-07-23 18:30:00,2019-07-23T13:00:00,1563886800,0.704687,12.6587,201,Thunderstorm with rain,t02d,SW,southwest,225,8.03435,5.04752,Bengaluru,77.67,12.93,Bellandur,4,Monsoon,3,1,0,0,2019,7,18,18
101,22.6,100,72,94,100,2019-07-23 14:00:00,19.6,0.0,0.0,0.0,257.842,n,45,0.875,903.241,86,1002.47,0,0,0.0,22.1,2019-07-23 19:30:00,2019-07-23T14:00:00,1563890400,0.0,18.2576,201,Thunderstorm with rain,t02n,SW,southwest,231,10.6211,6.66348,Bengaluru,77.67,12.93,Bellandur,4,Monsoon,3,1,0,0,2019,7,19,19
102,22.2,100,82,93,100,2019-07-23 15:00:00,19.4,0.0,0.0,0.0,258.19,n,15,0.1875,904.01,87,1003.33,0,0,0.0,21.7,2019-07-23 20:30:00,2019-07-23T15:00:00,1563894000,0.0,24.135,804,Overcast clouds,c04n,SW,southwest,235,10.9293,6.5546,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,20,20
103,21.9,100,86,82,100,2019-07-23 16:00:00,19.3,0.0,0.0,0.0,258.949,n,15,0.0625,904.708,88,1004.01,0,0,0.0,21.5,2019-07-23 21:30:00,2019-07-23T16:00:00,1563897600,0.0,24.135,804,Overcast clouds,c04n,WSW,west-southwest,242,11.4316,6.69132,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,21,21
104,21.9,100,88,86,100,2019-07-23 17:00:00,19.1,0.0,0.0,0.0,258.644,n,10,0.125,904.71,87,1004.04,0,0,0.0,21.4,2019-07-23 22:30:00,2019-07-23T17:00:00,1563901200,0.0,24.1352,804,Overcast clouds,c04n,WSW,west-southwest,243,11.6263,6.62488,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,22,22
105,21.9,100,82,86,100,2019-07-23 18:00:00,18.9,0.0,0.0,0.0,257.504,n,15,0.0625,904.322,86,1003.66,0,0,0.0,21.5,2019-07-23 23:30:00,2019-07-23T18:00:00,1563904800,0.0,24.135,804,Overcast clouds,c04n,WSW,west-southwest,251,13.6217,7.14533,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,1,0,0,2019,7,23,23
106,21.7,100,58,55,100,2019-07-23 19:00:00,18.8,0.0,0.0,0.0,257.287,n,15,0.1875,903.898,86,1002.95,0,0,0.0,21.3,2019-07-24 00:30:00,2019-07-23T19:00:00,1563908400,0.0,23.4716,804,Overcast clouds,c04n,WSW,west-southwest,256,13.5079,7.48178,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,0,0
107,21.6,100,52,62,100,2019-07-23 20:00:00,18.6,0.0,0.0,0.0,257.641,n,15,0.1875,902.957,86,1002.11,0,0,0.0,21.2,2019-07-24 01:30:00,2019-07-23T20:00:00,1563912000,0.0,21.747,804,Overcast clouds,c04n,WSW,west-southwest,254,14.5017,7.94935,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,1,1
108,21.7,100,42,51,100,2019-07-23 21:00:00,18.6,0.0,0.0,0.0,258.418,n,0,0.0,902.387,85,1001.65,0,0,0.0,21.3,2019-07-24 02:30:00,2019-07-23T21:00:00,1563915600,0.0,24.1351,804,Overcast clouds,c04n,WSW,west-southwest,256,14.2237,8.0416,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,2,2
109,21.7,100,32,45,100,2019-07-23 22:00:00,18.4,0.0,0.0,0.0,259.064,n,15,0.0625,902.278,84,1001.58,0,0,0.0,21.4,2019-07-24 03:30:00,2019-07-23T22:00:00,1563919200,0.0,24.1349,804,Overcast clouds,c04n,WSW,west-southwest,253,14.9298,8.21351,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,3,3
110,21.4,100,25,44,100,2019-07-23 23:00:00,18.5,0.0,0.0,0.0,259.224,n,10,0.125,902.346,86,1001.82,0,0,0.0,21.0,2019-07-24 04:30:00,2019-07-23T23:00:00,1563922800,0.0,24.1351,804,Overcast clouds,c04n,WSW,west-southwest,253,14.5231,8.62624,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,4,4
111,21.4,100,21,42,100,2019-07-24 00:00:00,18.5,0.0,0.0,0.0,259.864,n,15,0.0625,902.46,86,1002.12,0,0,0.0,21.0,2019-07-24 05:30:00,2019-07-24T00:00:00,1563926400,0.0,24.1351,804,Overcast clouds,c04n,WSW,west-southwest,256,14.4198,8.19241,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,5,5
112,21.6,100,26,36,100,2019-07-24 01:00:00,18.6,34.63,310.14,54.53,260.765,d,15,0.0416667,903.037,85,1002.68,0,0,10.3607,21.2,2019-07-24 06:30:00,2019-07-24T01:00:00,1563930000,2.41026,24.1351,804,Overcast clouds,c04d,WSW,west-southwest,256,13.7525,7.77834,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,6,6
113,21.9,100,30,29,100,2019-07-24 02:00:00,18.7,72.17,652.6,280.67,261.665,d,15,0.0208333,903.614,84,1003.23,0,0,53.3273,21.5,2019-07-24 07:30:00,2019-07-24T02:00:00,1563933600,2.81274,24.1351,804,Overcast clouds,c04d,WSW,west-southwest,256,13.0852,7.36427,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,7,7
114,22.1,100,35,23,100,2019-07-24 03:00:00,18.8,93.39,792.17,522.21,262.566,d,0,0.0,904.191,84,1003.79,0,0,99.2199,21.7,2019-07-24 08:30:00,2019-07-24T03:00:00,1563937200,1.24392,24.1352,804,Overcast clouds,c04d,WSW,west-southwest,256,12.4178,6.9502,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,8,8
115,22.7,100,39,24,100,2019-07-24 04:00:00,18.8,107.26,867.82,739.44,261.504,d,0,0.0,904.334,81,1003.78,0,0,140.494,22.3,2019-07-24 09:30:00,2019-07-24T04:00:00,1563940800,6.40011,24.1352,804,Overcast clouds,c04d,WSW,west-southwest,254,11.8841,7.06313,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,9,9
116,23.2,100,42,26,99,2019-07-24 05:00:00,18.9,116.2,911.25,909.03,260.442,d,0,0.0,904.477,79,1003.77,0,0,227.258,22.8,2019-07-24 10:30:00,2019-07-24T05:00:00,1563944400,8.94748,24.1352,804,Overcast clouds,c04d,WSW,west-southwest,252,11.3505,7.17605,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,10,10
117,23.8,100,46,27,99,2019-07-24 06:00:00,18.9,121.19,933.9,1014.97,259.38,d,0,0.0,904.62,76,1003.75,0,0,253.742,23.4,2019-07-24 11:30:00,2019-07-24T06:00:00,1563948000,3.34677,24.1353,804,Overcast clouds,c04d,WSW,west-southwest,250,10.8168,7.28898,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,11,11
118,23.8,100,62,30,96,2019-07-24 07:00:00,18.9,122.66,940.35,1047.76,259.616,d,15,0.0208333,904.056,76,1002.99,0,0,261.94,23.4,2019-07-24 12:30:00,2019-07-24T07:00:00,1563951600,11.605,24.1351,804,Overcast clouds,c04d,WSW,west-southwest,252,10.8802,6.97244,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,12,12
119,23.8,100,78,32,94,2019-07-24 08:00:00,18.9,120.72,931.78,1004.51,259.851,d,15,0.0416667,903.491,76,1002.22,0,0,251.128,23.5,2019-07-24 13:30:00,2019-07-24T08:00:00,1563955200,10.7191,24.135,804,Overcast clouds,c04d,WSW,west-southwest,254,10.9437,6.65591,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,13,13
120,23.9,100,94,35,91,2019-07-24 09:00:00,18.9,115.21,906.62,889.0,260.087,d,15,0.0625,902.927,76,1001.45,0,0,222.25,23.5,2019-07-24 14:30:00,2019-07-24T09:00:00,1563958800,2.62673,24.1348,804,Overcast clouds,c04d,WSW,west-southwest,256,11.0072,6.33938,Bengaluru,77.67,12.93,Bellandur,1,Monsoon,3,2,0,0,2019,7,14,14
