"Permanent Location Code Number","District / Taluk / Village / Town / Ward","","Total number of House holds","Total Population","Sex            Ratio","Sex Ratio            0-6 age group","Literacy Rates (7+)","Work Participation Rate","Population"
"","","","","","","","","","Scheduled Castes"
"","","Female","","Person","","","Person","Male","Male"
"1","2","17","3","4","7","8","9","12","14"
"","","","","","","","","",""
"02050300","Krishnasagara","","Un-inhabited","","","","","",""
"02050400","Avalahalli","3","202","911","985","1,292","76.9","60.1","144"
"02050500","Gantiganahalli","6","162","846","905","717","62.8","56.5","128"
"02050600","Govindapura","2","3","12","1,000","0","75.0","100.0","0"
"02050700","Harohalli","10","345","1,578","939","981","75.4","56.4","245"
"02050800","Ramagondanahalli","3","279","1,358","915","843","68.5","59.4","224"
"02050900","Jarakbandekaval","0","13","74","897","500","58.5","56.4","12"
"02051000","Shamarajpura","0","1","4","333","0","100.0","33.3","0"
"02051100","Medi  Agrahara","2","62","378","909","724","85.1","49.0","0"
"02051200","Vaderahalli","9","254","1,228","907","947","63.0","55.0","185"
"02051300","Veerasagara","0","124","591","847","700","75.5","56.3","131"
"02051400","Kempanahalli","3","42","209","917","1,000","78.5","64.2","0"
"02051500","Ananthapura","25","404","1,593","872","979","80.3","64.3","166"
"02051600","Kenchenahalli","4","168","803","855","948","73.3","65.8","185"
"02051700","Manchenahalli","0","5","22","1,200","0","76.2","80.0","3"
"02051800","Vasudevapura","0","5","31","550","600","69.6","65.0","0"
"02051900","Srinivasapura","1","119","529","805","732","36.8","60.8","19"
"02052000","Bellahalli","0","109","666","925","548","40.0","53.5","49"
"02052100","Thirumenahalli","8","60","286","788","760","58.7","68.1","28"
"02052200","Chokkanahalli","0","113","582","883","736","66.3","62.5","89"
"42001000","Dasarahalli (CMC+OG)","2,170","74,704","2,93,359","844","950","82.6","63.1","13,520"
"42001000","Dasarahalli (CMC)","1,971","67,758","2,64,940","841","948","82.8","63.4","11,254"
"42001000","Ward No.1","17","1,025","4,551","977","1,130","74.6","59.2","1,132"
"42001000","Ward No.2","55","1,214","5,100","803","785","88.5","56.6","265"
"42001000","Ward No.3","49","1,441","5,951","886","945","87.3","61.3","425"
"42001000","Ward No.4","48","1,564","6,371","922","914","74.3","59.4","844"
"42001000","Ward No.5","24","1,691","6,454","852","908","89.4","60.7","121"
"42001000","Ward No.6","77","2,542","9,787","900","978","83.3","62.8","488"
"42001000","Ward No.7","113","2,216","9,059","852","937","86.4","56.3","298"
"42001000","Ward No.8","138","2,958","11,396","891","974","83.8","60.8","443"
"42001000","Ward No.9","25","1,833","7,042","821","950","93.1","60.7","78"
"42001000","Ward No.10","22","1,287","4,835","767","854","93.9","62.5","62"
"42001000","Ward No.11","3","1,009","3,632","863","1,045","95.4","60.8","16"
"42001000","Ward No.12","17","998","3,804","852","1,016","91.9","61.1","83"
"42001000","Ward No.13","5","1,473","5,924","809","840","88.6","61.9","516"
"42001000","Ward No.14","8","1,052","4,110","832","1,018","92.8","59.0","35"
"42001000","Ward No.15","11","842","3,253","816","1,055","90.8","60.7","53"
"42001000","Ward No.16","19","1,215","4,742","772","815","92.0","62.0","21"
"42001000","Ward No.17","16","1,057","4,092","778","1,033","86.9","65.7","115"
"42001000","Ward No.18","53","1,609","6,153","846","869","87.7","62.4","254"
"42001000","Ward No.19","41","1,753","6,696","805","986","77.6","67.3","455"
"42001000","Ward No.20","18","1,625","5,843","758","875","86.6","66.8","242"
"42001000","Ward No.21","10","625","2,317","765","957","81.8","68.8","166"
"42001000","Ward No.22","26","1,957","7,248","755","960","85.1","69.9","155"
"42001000","Ward No.23","32","1,829","6,926","724","959","85.3","72.5","219"
"42001000","Ward No.24","50","2,399","9,180","793","921","83.6","67.2","182"
"42001000","Ward No.25","50","1,861","7,277","834","981","88.5","65.3","103"
"42001000","Ward No.26","149","3,488","14,409","933","983","75.9","61.9","886"
"42001000","Ward No.27","158","1,930","7,585","845","983","75.2","67.3","352"
"42001000","Ward No.28","77","1,919","7,528","821","945","80.7","67.0","617"
"42001000","Ward No.29","89","1,918","7,236","871","1,154","76.8","68.6","386"
"42001000","Ward No.30","115","3,606","13,974","858","877","80.9","63.9","543"
"42001000","Ward No.31","92","2,947","11,692","913","921","75.4","61.5","177"
"42001000","Ward No.32","74","2,906","11,777","799","1,018","77.3","60.4","325"
"42001000","Ward No.33","47","1,205","4,984","816","944","84.2","60.8","80"
"42001000","Ward No.34","164","5,157","19,969","841","958","81.8","64.9","363"
"42001000","Ward No.35","79","3,607","14,043","845","897","73.5","65.6","754"
"42001000","Handrahalli (OG) (Part)  - Ward No.36","4","197","778","902","981","76.2","63.6","11"
"42001000","Kariobanahalli (OG) (Part)  - Ward No.37","4","1,310","5,070","869","953","71.2","66.9","626"
"42001000","Doddabidarakallu (OG) (Part)  - Ward No.38","34","761","3,177","889","1,066","84.3","61.7","211"
"42001000","Chikkabidarakallu  (OG) - Ward No.39","43","1,252","5,081","855","926","89.4","56.8","98"
"42001000","Srikantapura Anchepalya (OG) - Ward No.40","14","791","3,285","884","884","82.3","59.6","171"
"42001000","Sidedahalli (OG) (Part)  - Ward No.41","2","83","323","889","1,450","81.0","56.1","1"
"42001000","Chikkasandra (OG) (Part)  - Ward No.42","25","911","3,779","877","1,004","81.8","55.4","214"
"42001000","Shettihalli (OG) - Ward No.43","34","735","3,127","859","927","82.3","61.7","451"
"42001000","Abbigere (OG) (Part)  - Ward No.44","39","906","3,799","897","1,000","78.5","59.4","483"
"42002000","Yelahanka (CMC+OG)","882","21,518","94,234","864","931","83.3","59.8","5,583"
"42002000","Yelahanka (CMC)","878","21,032","90,827","889","935","82.9","59.2","5,543"
"42002000","Ward No.1","24","839","3,620","810","833","66.7","71.5","68"
"42002000","Ward No.2","13","732","3,384","843","917","75.8","64.5","30"
"42002000","Ward No.3","11","468","2,293","933","1,260","73.2","61.8","160"
"42002000","Ward No.4","0","335","1,605","873","891","78.5","61.6","25"
"42002000","Ward No.5","27","435","1,993","962","874","85.3","61.1","27"
"42002000","Ward No.6","0","255","1,256","956","1,122","70.1","52.3","314"
"42002000","Ward No.7","10","267","1,279","900","1,072","87.1","59.6","23"
"42002000","Ward No.8","17","415","1,774","945","872","85.2","57.3","31"
"42002000","Ward No.9","24","365","1,618","985","1,064","83.1","60.2","47"
"42002000","Ward No.10","28","714","3,000","875","1,051","82.7","60.9","78"
"42002000","Ward No.11","16","395","1,764","982","1,018","80.8","56.3","13"
"42002000","Ward No.12","19","551","2,310","863","809","82.3","56.5","372"
"42002000","Ward No.13","48","540","2,231","985","802","96.1","50.2","134"
"42002000","Ward No.14","10","434","1,973","901","803","88.9","58.7","68"
"42002000","Ward No.15","44","751","3,235","912","909","68.7","61.0","705"
"42002000","Ward No.16","44","1,100","4,452","834","919","86.3","59.7","139"
"42002000","Ward No.17","29","547","2,481","929","1,018","67.5","59.0","216"
"42002000","Ward No.18","13","808","3,776","899","695","67.5","58.0","484"
"42002000","Ward No.19","18","1,481","6,566","955","1,059","74.7","63.8","337"
"42002000","Ward No.20","48","1,074","5,214","595","913","92.1","71.7","459"
"42002000","Ward No.21","91","1,506","6,153","958","1,080","83.4","57.7","465"
"42002000","Ward No.22","53","143","593","865","1,024","81.1","55.3","52"
"42002000","Ward No.23","67","699","2,913","903","811","89.1","54.5","56"
"42002000","Ward No.24","31","1,034","4,248","898","918","86.7","56.2","223"
"42002000","Ward No.25","35","1,344","5,643","945","1,019","88.4","54.3","442"
"42002000","Ward No.26","13","432","1,839","896","860","96.7","47.3","42"
"42002000","Ward No.27","13","331","1,353","975","1,085","97.2","49.8","83"
"42002000","Ward No.28","2","318","1,329","949","1,034","96.4","50.7","25"
"42002000","Ward No.29","66","1,758","7,082","894","896","90.3","55.6","258"
"42002000","Ward No.30","47","548","2,150","894","784","90.6","52.6","96"
"42002000","Ward No.31","17","413","1,700","930","806","83.8","54.7","71"
"42002000","Vaderapura (OG) - Ward No.32","4","336","2,679","287","819","97.1","73.5","22"
"42002000","Suggatta  (OG) - Ward No.33","0","150","728","876","667","78.9","64.4","18"
"42003000","Kadigenahalli (CT)","100","1,206","5,474","952","1,009","55.5","62.1","1,807"
"42003000","Ward No.1","100","1,206","5,474","952","1,009","55.5","62.1","1,807"
"42004000","Hunasamaranahalli (CT)","78","1,868","7,380","803","771","85.9","57.4","518"
"42004000","Ward No.1","78","1,868","7,380","803","771","85.9","57.4","518"
"42005000","Byatarayanapura (CMC+OG) (Part)","1,962","41,695","1,88,514","902","946","82.3","56.3","12,713"
"42005000","Byatarayanapura (CMC)","1,924","40,255","1,81,744","903","949","82.6","56.3","12,249"
"42005000","Ward No.1","259","1,992","9,083","790","860","86.0","60.5","417"
"42005000","Ward No.2","106","1,219","5,325","905","914","69.9","58.8","1,187"
"42005000","Ward No.3","21","972","4,815","942","983","67.3","53.4","38"
"42005000","Ward No.4","43","1,829","7,601","969","947","91.4","52.9","290"
"42005000","Ward No.5","18","1,128","4,873","911","1,100","86.5","56.7","133"
"42005000","Ward No.6","28","1,169","4,834","882","912","89.3","56.2","309"
"42005000","Ward No.7","54","744","3,256","1,001","870","93.7","62.1","336"
"42005000","Ward No.8","48","1,382","6,416","927","944","87.3","53.9","1,022"
"42005000","Ward No.9","62","902","4,069","914","890","84.1","52.4","659"
"42005000","Ward No.10","37","1,679","6,887","891","1,017","93.8","59.8","138"
"42005000","Ward No.11","4","765","3,030","915","949","98.4","49.7","14"
"42005000","Ward No.12","153","1,408","6,505","779","957","87.4","50.1","520"
"42005000","Ward No.13","174","1,467","6,107","888","852","88.5","58.9","181"
"42005000","Ward No.14","45","1,099","4,505","852","766","83.8","56.7","288"
"42005000","Ward No.15","118","2,957","12,406","888","983","85.1","56.5","1,035"
"42005000","Ward No.16","178","1,278","5,295","897","989","83.5","58.7","424"
"42005000","Ward No.17","173","1,995","8,239","870","1,006","80.6","60.9","193"
"42005000","Ward No.18","45","1,430","5,837","849","906","80.5","60.4","117"
"42005000","Ward No.19","51","2,090","8,843","876","959","81.8","59.9","316"
"42005000","Ward No.20","25","1,154","5,592","924","924","74.2","57.5","590"
"42005000","Ward No.21","107","1,038","4,386","929","957","78.0","56.9","477"
"42005000","Ward No.22","9","759","3,561","912","844","66.8","56.4","365"
"42005000","Ward No.23","6","1,016","5,333","959","991","77.7","53.6","283"
"42005000","Ward No.24","22","856","4,136","923","992","84.7","54.8","353"
"42005000","Ward No.25","13","1,331","7,611","943","1,107","76.9","54.0","99"
"42005000","Ward No.26","11","1,204","7,062","966","905","81.9","53.6","73"
"42005000","Ward No.27","50","1,330","6,481","938","859","73.6","53.3","599"
"42005000","Ward No.28","3","342","1,833","950","987","76.3","49.7","337"
"42005000","Ward No.29","11","961","4,516","918","993","84.1","53.4","327"
"42005000","Ward No.30","2","879","3,973","951","962","79.5","57.1","545"
"42005000","Ward No.31","48","1,880","9,334","941","994","79.6","56.3","584"
"42005000","Chikkabettahalli  (OG) - Ward No.34","22","877","4,020","872","843","78.9","51.4","143"
"42005000","Doddabettahalli  (OG) - Ward No.35","16","563","2,750","875","979","61.3","59.2","321"
"42006000","Herohalli (CT)","252","4,420","18,069","887","947","82.5","58.9","938"
"42006000","Ward No.1","252","4,420","18,069","887","947","82.5","58.9","938"
"0002","Bangalore South Taluk","6,724","2,30,859","10,09,924","896","941","78.5","59.1","84,532"
"","","2,764","67,474","3,12,946","915","958","70.7","59.6","35,797"
"","","3,960","1,63,385","6,96,978","888","934","82.0","58.9","48,735"
"02052300","Tavakadahalli","","Un-inhabited","","","","","",""
"02052400","Naganahalli","0","65","369","963","1,476","73.8","70.2","6"
"02052500","Jogerahalli","2","89","410","934","1,238","73.3","56.6","0"
"02052600","Gangenahalli","0","133","672","909","1,000","62.8","61.4","41"
"02052700","Varthur Narasimhapura","","Un-inhabited","","","","","",""
"02052800","Varthur","3","167","921","947","813","79.2","59.4","162"
"02052900","Honniganahatti","11","296","1,400","889","969","68.8","59.6","90"
"02053000","Channenahalli","2","434","1,945","881","885","70.0","57.8","32"
"02053100","Kurubarahalli","1","200","955","899","986","70.7","55.5","82"
"02053200","Bychaguppe","0","117","566","958","1,074","64.3","55.7","127"
"02053300","Devamachahalli Narayanapura","0","8","43","955","667","84.2","45.5","0"
"02053400","Devamachohalli","0","113","528","970","1,500","87.3","58.2","45"
"02053500","Marenahalli","0","40","187","948","1,200","73.3","59.4","30"
"02053600","Gangappanahalli","0","35","207","935","692","69.7","68.2","0"
"02053700","Thippagondanahalli","10","128","595","859","892","86.7","45.3","83"
"02053800","Kempagondanahalli","99","135","652","912","839","63.6","57.2","26"
"02053900","Madapatna","29","191","888","918","742","53.5","56.2","38"
"02054000","Cholanaikanahalli","35","292","1,474","880","816","69.6","62.2","96"
"02054100","Ganukal","0","62","339","873","1,158","59.1","59.7","33"
"02054200","Peddanapalya","0","61","302","864","440","66.5","62.3","0"
"02054300","Tavarekere","7","1,025","4,639","933","1,007","83.5","59.9","274"
"02054400","Yalachaguppe Ramapura","0","5","21","750","0","57.9","41.7","0"
"02054500","Yelachaguppe","0","201","1,024","907","708","78.6","64.4","110"
"02054600","Puradapalya","0","41","185","968","692","61.3","66.0","21"
"02054700","Doddamaranahalli","0","120","653","921","955","53.8","65.0","39"
"02054800","Ajjanahalli","2","319","1,612","954","1,132","59.2","60.6","236"
"02054900","Huluvenahalli","17","157","789","992","952","60.0","66.2","57"
"02055000","Sulivara","2","279","1,386","843","897","65.0","65.4","93"
"02055100","Sulivara Ramapura","0","3","12","500","500","44.4","62.5","0"
"02055200","Chikkanahalli","3","236","1,116","996","913","66.4","63.0","275"
"02055300","Vadahalli","18","9","36","1,118","1,000","84.6","58.8","0"
"02055400","Kurubarapalya","0","36","156","1,026","333","79.9","70.1","16"
"02055500","Donnenahalli","0","86","438","872","735","57.3","60.7","43"
"02055600","Byalalu","0","189","950","1,026","1,536","62.0","61.2","124"
"02055700","Chunchanakuppe","1","318","1,620","988","1,000","75.2","61.2","364"
"02055800","Ganapathihalli","5","203","957","1,002","967","69.6","60.0","124"
"02055900","Karigiripura","","Un-inhabited","","","","","",""
"02056000","Muddaiahnapalya","0","87","400","835","1,087","59.9","67.0","6"
"02056100","Punagumaranahalli","0","59","290","908","833","77.4","67.1","29"
"02056200","Kethohalli","0","169","792","941","1,316","73.9","63.5","100"
"02056300","Kethohalli Narasimhapura","0","3","14","1,333","1,000","75.0","66.7","0"
"02056400","Kethohalli Ramapura","0","16","77","925","500","58.8","65.0","18"
"02056500","Kolur Gururayanapura","0","16","50","923","800","26.8","69.2","8"
"02056600","Dodderi","3","283","1,517","970","1,074","60.9","61.2","220"
"02056700","Kolur Nanjundapura","0","7","44","913","2,000","73.7","60.9","0"
"02056800","Kolur","0","310","1,459","958","1,011","61.6","62.0","218"
"02056900","Seshagiripura","0","36","163","1,038","538","60.1","63.8","12"
"02057000","Chikkellur","0","221","1,040","948","1,101","50.4","61.6","403"
"02057100","Chikkellur Venkatapura","","Un-inhabited","","","","","",""
"02057200","Chikkellur Ramapura","","Un-inhabited","","","","","",""
"02057300","M.Krishnasagara","0","33","178","935","1,000","68.6","56.5","15"
"02057400","Kenchanapura","1","152","744","984","1,469","71.4","65.3","95"
"02057500","Sonnenahalli","10","204","900","944","836","64.8","56.6","35"
"02057600","Ramasandra","0","439","2,248","951","1,000","73.9","57.4","133"
"02057700","Kommaghatta","179","272","1,363","973","1,043","74.1","59.8","192"
"02057800","Sulikere","2","177","861","884","915","67.2","65.9","133"
"02057900","Maragondanahalli","0","182","933","896","935","64.3","61.0","130"
"02058000","Bheemanakuppe- Ramasagara","","Un-inhabited","","","","","",""
"02058100","Maligondanahalli","4","177","852","919","1,035","70.5","61.9","274"
"02058200","Ramohalli","3","503","2,303","1,113","910","69.2","56.4","279"
"02058300","Bheemanakuppe","60","442","2,228","832","936","73.1","53.2","44"
"02058400","Kommaghatta - Krishnasagara","0","18","92","804","375","60.5","52.9","0"
"02058500","Chalaghatta","2","156","682","977","1,233","75.9","65.8","24"
"02058600","Kumbalagodu","146","1,162","4,560","862","870","80.2","62.6","133"
"02058700","Kaniminike","17","298","1,257","952","927","65.4","59.9","74"
"02058800","Thagachaguppe","5","291","1,313","925","915","67.8","59.8","143"
"02058900","Kambipura","6","522","2,783","801","1,029","81.7","53.1","134"
"02059000","Venkatapura","0","15","39","696","0","54.1","69.6","4"
"02059100","Doddabele","0","209","1,006","961","1,000","69.4","61.8","129"
"02059200","Hemmigepura","0","312","1,658","912","974","58.8","59.3","137"
"02059300","Ganakal","16","556","2,490","987","1,107","66.6","56.8","114"
"02059400","Somapura","0","82","454","861","1,000","77.9","64.8","23"
"02059500","Varahasandra","17","89","479","955","875","66.6","65.7","133"
"02059600","Kengeri Gollahalli","4","199","873","966","841","61.1","61.5","5"
"02059700","Gudimavu","0","40","196","719","261","70.7","59.6","20"
"02059800","Kumbalagodu Gollahalli","5","397","1,978","907","789","66.6","54.6","201"
"02059900","Krishnarajapura","","Un-inhabited","","","","","",""
"02060000","Hampapura","0","124","618","913","1,026","76.5","57.9","51"
"02060100","Thippur","4","117","640","963","1,256","54.2","67.2","46"
"02060200","Gonipura","0","176","892","939","949","70.8","65.9","76"
"02060300","Vasanthanahalli","0","3","11","833","0","81.8","66.7","0"
"02060400","Gangasandra","0","111","619","848","889","72.4","67.2","85"
"02060500","Devagere","2","210","1,179","781","1,228","79.8","56.8","156"
"02060600","Lingadheeranahalli","60","131","626","863","906","65.1","64.0","1"
"02060700","Rachanamadu","64","80","415","976","913","76.3","63.3","88"
"02060800","Badamanavarthekaval","29","430","2,060","904","844","60.5","57.9","480"
"02060900","Chinnakurchi","0","154","796","1,000","1,148","68.8","66.3","61"
"02061000","Seegehalli","0","32","174","673","857","59.6","52.9","0"
"02061100","Agara","4","781","3,612","925","867","69.8","57.9","544"
"02061200","Thurahalli","15","187","838","918","1,016","53.4","58.4","77"
"02061300","Vasanthapura","65","565","2,516","935","974","51.5","59.9","513"
"02061400","Gabbalalu","13","523","2,147","903","1,055","71.3","63.1","264"
"02061500","Hosahalli","0","285","1,242","911","1,060","69.6","58.6","172"
"02061600","Thalaghattapura","8","833","3,607","924","916","73.5","58.4","247"
"02061700","Vajarahalli","10","516","2,200","876","925","79.0","60.0","189"
"02061800","Raghuvanahalli","3","126","627","713","1,261","82.3","50.5","59"
"02061900","Doddakallasandra","23","895","3,509","809","768","81.0","65.3","158"
"02062000","Raghuvanapalya","0","44","171","966","917","65.5","48.3","34"
"02062100","Pillaganahalli","88","679","2,772","986","877","58.0","64.0","217"
"02062200","Kembathahalli","7","245","1,123","977","857","72.8","58.3","173"
"02062300","Gollahalli","16","623","2,653","910","1,066","57.3","60.7","422"
"02062400","Alahalli","35","1,364","7,137","988","1,117","64.8","52.2","176"
"02062500","Thippasandra","1","111","487","1,021","1,262","61.5","56.0","165"
"02062600","Mallasandra","3","8","38","1,111","1,000","43.8","66.7","5"
"02062700","Anjanapura","19","529","2,217","928","1,152","73.7","65.2","157"
"02062800","Uttarahalli -Manavarthekaval","4","87","355","1,191","1,929","80.3","61.7","48"
"02062900","O.B.Chudahalli","7","196","906","1,000","1,306","66.6","57.8","211"
"02063000","Kaggalipura","143","1,532","6,907","939","933","68.3","58.6","779"
"02063100","Uttari","47","214","1,038","837","894","66.8","65.3","23"
"02063200","Naganayakanahalli","256","101","576","933","917","71.9","55.4","0"
"02063300","Nelaguli","25","187","956","1,034","958","53.5","52.8","193"
"02063400","K.  Chudahalli","94","184","998","934","1,061","55.7","58.5","68"
"02063500","Tharalu","5","303","1,259","992","1,185","67.0","61.6","273"
"02063600","Gulakamale","0","394","1,835","1,034","1,000","71.5","60.8","492"
"02063700","Alakabelalu","0","4","17","1,125","0","76.5","62.5","0"
"02063800","Somanahalli","13","747","3,455","963","995","76.4","64.6","244"
"02063900","Nettigere","88","268","1,340","923","770","68.1","58.2","76"
"02064000","Ravugodlu","0","217","983","890","736","66.9","59.0","149"
"02064100","Sunkadakatte","0","29","125","984","833","55.3","71.4","7"
"02064200","Thattaguppe","0","453","2,028","954","1,014","72.8","57.5","2"
"02064300","Vaddarapalya","29","333","1,537","1,007","1,037","50.5","64.4","263"
"02064400","Chandrasekarapura","0","40","178","816","824","43.5","56.1","0"
"02064500","Yelenahalli","0","99","441","951","1,161","70.6","56.6","82"
"02064600","Begur","0","177","878","1,076","1,092","73.9","57.0","20"
"02064700","Basapura","0","133","604","987","1,229","61.0","66.4","93"
"02064800","Parappana Agrahara","1","61","482","236","1,000","74.9","51.8","25"
"02064900","Naganathapura","0","122","465","816","1,200","78.9","66.4","18"
"02065000","Doddanagamangala","0","286","1,360","977","1,191","68.1","64.5","352"
"02065100","Beratena Agrahara","","Un-inhabited","","","","","",""
"02065200","Chikkathoguru","1","119","444","688","541","78.8","70.7","4"
"02065300","Vittasandra","0","209","960","853","837","55.4","62.7","321"
"02065400","Mylasandra","20","488","2,129","911","917","55.3","61.7","328"
"02065500","Kammanahalli","23","728","3,140","966","944","59.1","59.0","262"
"02065600","Basavanapura","7","495","1,968","878","1,029","81.2","66.3","70"
"02065700","Hommadevanahalli","6","290","1,259","937","809","70.2","61.5","254"
"02065800","Bettadasanapura","22","292","1,391","967","1,093","57.3","58.0","146"
"02065900","Doddathoguru","6","995","4,087","775","1,016","77.5","68.2","316"
"02066000","Konappana Agrahara","94","2,918","11,038","658","922","80.8","75.1","464"
"02066100","Mittaganahalli","4","154","679","934","800","55.0","65.8","185"
"02066200","Kadusonnappanahalli","3","238","1,347","969","1,029","61.2","57.5","93"
"02066300","Doddenahalli","","Un-inhabited","","","","","",""
"02066400","Yerappanahalli","0","187","1,066","945","1,028","63.0","58.9","225"
"02066500","Chikkasandra","0","6","13","857","0","83.3","71.4","0"
"02066600","Gundur","0","217","1,199","934","695","68.4","57.1","156"
"02066700","Kada Agrahara","6","162","715","970","807","43.0","51.5","250"
"02066800","Bandebommasandra","0","140","746","1,033","1,102","69.7","62.1","175"
"02066900","Anagalapura","0","72","328","964","750","53.8","66.5","110"
"02067000","Nadagowdagollahalli","3","119","596","916","1,053","56.0","57.2","133"
"02067100","Chikkagubbi","0","58","312","1,000","1,750","65.9","55.1","47"
"02067200","Kannur","24","720","3,454","937","882","48.1","60.3","639"
"02067300","Byrathi","15","661","3,100","920","801","71.6","56.2","410"
"02067400","Doddagubbi","3","403","1,861","901","992","74.1","55.4","300"
"02067500","Bilishivale","33","330","1,648","976","1,073","66.6","55.8","229"
"02067600","Vaderahalli","","Un-inhabited","","","","","",""
"02067700","Rampura","1","339","1,879","937","892","67.7","59.4","177"
"02067800","Adur","0","138","770","915","878","69.0","49.5","184"
"02067900","Huvinane","","Un-inhabited","","","","","",""
"02068000","Varanasi","0","135","632","951","723","76.6","60.8","36"
"02068100","Maragondanahalli","0","152","846","918","840","76.8","54.0","85"
"02068200","Halehalli","0","98","491","996","1,265","43.5","61.4","158"
"02068300","Kithiganur","10","405","2,035","993","1,008","79.7","61.7","417"
"02068400","Hirandahalli","2","428","2,271","963","910","68.5","55.0","297"
"02068500","Bidarahalli","9","306","1,419","963","876","77.9","54.4","118"
"02068600","Byappanahalli","0","206","1,058","876","744","68.8","60.5","115"
"02068700","Kammasandra","0","57","245","960","947","52.9","59.2","37"
"02068800","Vanajanahalli","","Un-inhabited","","","","","",""
"02068900","Kattugollahalli","137","143","841","1,046","1,339","46.9","59.6","141"
"02069000","Shringaripura","0","6","48","500","2,000","85.7","87.5","4"
"02069100","Jothipura","0","195","979","920","797","69.0","59.8","138"
"02069200","Thirumenahalli","2","89","452","899","958","73.1","58.8","82"
"02069300","Hancharahalli","6","182","992","930","833","67.9","56.4","108"
"02069400","Raghuvanahalli","0","29","141","1,074","1,778","57.8","63.2","41"
"02069500","Kodigehalli","0","20","101","942","1,000","43.8","76.9","52"
"02069600","Mandur","2","296","1,455","856","1,042","68.8","60.1","148"
"02069700","Bendiganahalli","0","38","225","844","500","88.2","66.4","1"
"02069800","Lagumenahalli","0","40","250","923","529","70.1","56.9","25"
"02069900","Bommenahalli","0","233","1,103","1,028","1,027","64.0","62.5","309"
"02070000","Huskur","7","224","1,144","966","1,042","70.5","60.1","129"
"02070100","Nimbekaipura","0","139","671","923","1,000","72.7","58.7","254"
"02070200","Cheemasandra","17","453","1,839","799","898","78.2","63.2","92"
"02070300","Avalahalli","23","854","3,505","867","968","84.2","58.7","175"
"02070400","Veerenahalli","9","303","1,371","936","977","68.3","63.7","190"
"02070500","Kurudusonnenahalli","0","136","639","960","864","70.6","54.6","139"
"02070600","Dommasandra","0","62","292","947","667","77.8","55.3","89"
"02070700","Doddabanahalli","23","200","888","996","981","73.9","52.6","142"
"02070800","Bidare Agrahara","4","224","1,004","984","1,095","66.7","61.7","39"
"02070900","Bandapura","0","99","440","1,000","1,611","77.4","62.3","6"
"02071000","Konadasapura","23","587","2,349","853","939","74.9","59.3","429"
"02071100","Katamnallur","11","262","1,192","916","838","87.0","59.6","57"
"02071200","Goravigere","1","169","872","908","925","73.4","59.7","124"
"02071300","Khaji Sonnenahalli","6","290","1,390","902","901","78.2","58.8","146"
"02071400","Kannamangala","13","559","2,580","897","859","77.7","62.6","124"
"02071500","Chikkabanahalli","0","103","502","953","1,722","79.0","54.9","39"
"02071600","Kumbena Agrahara","2","99","467","1,030","839","66.3","61.3","60"
"02071700","Kadugodi Plantation","1","689","3,080","858","1,015","78.5","54.2","1,109"
"02071800","Belathur","32","1,197","5,096","878","905","72.7","57.5","427"
"02071900","Seegehalli","4","391","1,838","909","932","75.6","66.3","254"
"02072000","Rachenahalli","11","650","3,315","998","1,081","67.8","55.4","428"
"02072100","Nagareshwara  - Nagenahalli","0","67","370","968","1,034","70.1","64.9","17"
"02072200","Kothnur","7","363","1,631","868","767","76.0","50.7","276"
"02072300","Kothnur Narayanapura","1","288","1,373","863","670","73.6","54.5","26"
"02072400","Thanisandra","16","1,313","7,557","1,025","965","72.6","51.3","761"
"02072500","Geddalahalli","4","310","1,485","811","1,143","75.0","54.5","30"
"02072600","Amani Byrathikhane","","Un-inhabited","","","","","",""
"02072700","Horamavu Agara","32","716","3,298","922","835","73.9","55.4","481"
"02072800","Horamavu","25","799","3,675","1,005","1,144","68.1","57.8","413"
"02072900","Kyalasanahalli","0","209","1,069","818","803","68.1","51.2","216"
"02073000","Kalkere","2","558","2,683","926","1,050","80.8","58.7","85"
"02073100","K.Channasandra","0","235","1,242","911","796","74.1","55.5","19"
"02073200","Nagondahalli","15","403","1,678","1,017","1,008","68.0","60.7","88"
"02073300","Bellandur","13","795","3,525","920","892","70.3","58.8","264"
"02073400","Kariyammana Agrahara","0","164","763","932","808","72.3","53.7","157"
"02073500","Kadabeesanahalli","0","154","813","1,007","902","75.4","59.0","272"
"02073600","Panathur","15","570","2,553","938","911","68.5","56.9","410"
"02073700","Devara Beesana Halli","3","407","1,700","895","797","70.3","55.3","299"
"02073800","Kaikondahalli","4","318","1,301","919","1,012","78.7","62.4","144"
"02073900","Ambalipura","0","142","602","649","720","74.4","58.6","9"
"02074000","Haralur","0","296","1,186","819","846","44.7","65.0","125"
"02074100","Kasavanahalli","1","270","1,194","904","1,253","71.3","57.4","266"
"02074200","Junnasandra","0","185","793","857","1,000","78.6","59.0","177"
"02074300","Halanayakanahalli","4","179","932","894","753","73.5","52.0","153"
"02074400","Chikkakannalli","0","5","15","500","0","64.3","80.0","2"
"02074500","Doddakannalli","8","624","2,873","949","881","77.0","56.8","409"
"02074600","Bhoganahalli","0","129","571","997","1,163","62.8","54.5","219"
"02074700","Bellandur Amanikere","","Un-inhabited","","","","","",""
"02074800","Thubarahalli","8","441","1,978","891","1,033","70.9","57.8","357"
"02074900","Siddapura","12","411","1,902","953","1,236","72.4","64.0","107"
"02075000","Ramagondanahalli","0","757","3,548","907","965","74.1","60.9","152"
